,tractid,tractnum,name,namelsad,nta,nta_name,bcode,geometry,MonthYear,TotalMonthlyReport,CountyName,CensusBlockID_list,Ticket_list,Classification_list,Zipcode_list,CountyTract
60,36005009300,9300,93,Census Tract 93,BX27,Hunts Point,36005,"POLYGON ((1011681.211894864 234918.0690316024, 1012161.801817734 235368.9366532453, 1012360.613424334 235555.7063355898, 1012802.405232687 236023.665657463, 1013195.418947838 236528.737155004, 1013275.014451016 236631.2107680676, 1013777.178407855 237270.1341790671, 1014065.969110123 237640.6532971744, 1014467.774495195 238155.9580829852, 1014499.653315142 238116.6494998866, 1014579.187359145 238038.4165276427, 1014672.033532298 237939.4333425031, 1014775.678243526 237837.9137548268, 1014927.17793078 237541.1708215741, 1015069.015874987 237226.928444444, 1015252.206069622 236829.6711108338, 1015611.822755088 236356.132181563, 1015835.012817705 236075.8830511787, 1015971.708827337 235898.9941455806, 1016311.907164675 235477.9047548191, 1016425.322930936 235327.2198671078, 1016681.535776914 235000.0231327315, 1016889.221795143 234739.8015883787, 1016953.755072383 234714.3850222783, 1017019.836048774 234568.0111942849, 1017133.248601824 234426.0737242701, 1017354.761786505 234183.3630957905, 1017526.767419106 233507.7556116203, 1017621.024855684 232806.9032634248, 1018352.557562884 232920.8650105752, 1018900.894720333 232204.6298070026, 1018950.543338209 232139.849067139, 1019219.66572177 231738.7378850921, 1019820.653095354 231404.0589437208, 1019676.574774118 231101.8139759552, 1019239.081293135 230946.3363116529, 1018896.648652616 230913.4188519019, 1018930.916301973 231151.3788348148, 1018578.031896874 231267.099766692, 1018577.41003471 231510.8392899905, 1017951.585637794 231603.2314113741, 1017326.043382028 231695.2757288683, 1016492.369852968 231535.6671275096, 1016395.378420425 231395.9979151198, 1016138.933727229 231452.4956799921, 1016123.70229588 231455.7546754137, 1016025.651110864 231277.8303436576, 1015375.956331923 232283.2822559716, 1015139.894754183 232647.6802924919, 1014912.260594614 232921.0074279483, 1014517.567149379 233077.9045717939, 1013742.214216963 233018.6555265292, 1013265.905297634 233140.1333629045, 1011964.648755732 233001.6211168135, 1011399.133002272 232941.5947129988, 1011410.613828296 232578.000724618, 1011298.945455222 232915.9792687912, 1011260.201322542 233152.3898608809, 1011144.252680093 233859.4364521603, 1011105.434878762 234165.0710939183, 1011097.864577611 234251.7746180673, 1011081.419842422 234353.0417573086, 1011681.211894864 234918.0690316024))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
61,36005009600,9600,96,Census Tract 96,BX59,Westchester-Unionport,36005,"POLYGON ((1026117.273437019 243564.0086107759, 1026293.483012282 243758.5055591248, 1026499.791259079 243987.668335096, 1026675.996591356 244181.0750924999, 1026793.927284876 244309.5286793094, 1026916.274443587 244443.4556900645, 1026985.319231503 244518.6309077625, 1027255.13442478 244816.7721221704, 1027438.231606128 245017.8478411508, 1027523.009319519 245113.0912396038, 1027606.130077744 245206.1459485115, 1027674.62498374 245276.9501252412, 1027798.620602697 245411.977634833, 1027857.161152113 245478.392397363, 1027956.576817438 245586.7798468002, 1028005.296255636 245575.208932765, 1028052.345031657 245569.464505371, 1028102.704949579 245568.8268918116, 1028156.097302343 245574.3886219318, 1028176.289474301 245578.0685880038, 1028436.574258871 245625.5413058934, 1028697.135391116 245672.6529905624, 1028641.187291873 245551.9545715136, 1028622.372347011 243737.8819250427, 1028639.804313803 242983.0062512946, 1027896.875913574 242169.5488992319, 1027769.282318795 242025.7705622861, 1027687.972979651 241688.2483314925, 1027613.197632676 241409.7607560144, 1027690.023907342 241315.8992843953, 1027718.604337898 241273.687392356, 1027743.298016434 241238.3909689377, 1027767.715675318 241202.7297383762, 1027786.887666572 241160.1367038208, 1027760.048541786 241157.1738199265, 1027725.462482482 241153.1040595878, 1027484.185435305 241127.1689522402, 1027269.462619966 241108.5700996687, 1026946.546903235 241081.0382609334, 1026970.575082891 241108.7702206369, 1026951.412829608 241146.6275305688, 1026843.361506986 241214.9328427187, 1026755.817358303 241267.6080847115, 1026500.390766282 241420.9118846769, 1026503.512279676 241535.3192268973, 1026461.031377244 241774.250485269, 1026412.981093367 242033.5750473924, 1026365.479597142 242296.1797240576, 1026318.811839362 242557.3286210328, 1026271.865824048 242819.9345052415, 1026225.197540114 243082.5409915144, 1026177.132158429 243353.5249455139, 1025880.283213604 243310.7501556992, 1026117.273437019 243564.0086107759))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
62,36005009800,9800,98,Census Tract 98,BX59,Westchester-Unionport,36005,"POLYGON ((1024060.706126723 240524.5210008665, 1024907.316691477 240677.4902830298, 1025754.197109816 240828.3035983596, 1026592.76841577 240976.9459889409, 1026751.823797623 241019.8517753505, 1026853.338281592 241049.5412771917, 1026946.546903235 241081.0382609334, 1027269.462619966 241108.5700996687, 1027484.185435305 241127.1689522402, 1027493.767685485 241030.2723414023, 1027508.595230345 240940.671841812, 1027515.590018609 240898.0568721324, 1027521.709710617 240880.5796094116, 1027538.234771364 240615.3716508273, 1027587.136632163 240352.4076133871, 1027632.721705682 240087.6160834919, 1027678.83257025 239838.8564404538, 1027730.27149474 239551.8510838343, 1026884.4669782 239400.2421007553, 1026036.990698267 239249.0241096268, 1025190.335434129 239097.1084839384, 1024344.221944752 238945.9520227437, 1024295.055258057 239221.3093926256, 1024246.464846179 239483.5517179977, 1024201.749545013 239746.164892891, 1024139.442918658 240103.8411783724, 1024110.667873948 240267.381157999, 1024070.548408484 240261.1214973886, 1024055.802561056 240308.4610917207, 1024052.717572865 240333.2309432911, 1024049.640366581 240353.264427081, 1024044.86794839 240394.4266759327, 1024038.746457228 240414.4551646238, 1024026.473615874 240472.7289498804, 1024023.40421921 240488.0260695185, 1024019.477670456 240519.7169504076, 1024060.706126723 240524.5210008665))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
63,36005011000,11000,110,Census Tract 110,BX52,Schuylerville-Throgs Neck-Edgewater Park,36005,"POLYGON ((1029418.871486483 241007.5505226154, 1029535.714135384 240978.2571895399, 1029565.336388565 240972.8474842416, 1029727.546301413 240954.2057019173, 1029753.290730967 240950.6106382399, 1029778.489882368 240942.6425306398, 1029801.759341291 240930.6631133472, 1029811.4578661 240924.1232681859, 1030802.079900241 240421.3982045801, 1031992.681137566 240140.6236557302, 1032760.823181696 239795.6638785221, 1032633.676484749 239713.4339355418, 1031886.812847022 239229.2082724696, 1031450.916476169 238937.2504408971, 1031764.622699224 238450.7447195956, 1032078.636566593 238656.4838445349, 1032210.225561606 238735.440577076, 1032584.483603881 238150.6943691913, 1032911.866739217 237485.7058396754, 1033058.695602081 237420.7846886178, 1033212.692777 237096.1068000664, 1033147.077771111 236966.2705159633, 1033190.190398822 236862.5215399151, 1032943.801653902 236744.7090613958, 1032697.118432198 236634.549578563, 1032472.040673231 236515.6914959823, 1032262.145048051 236416.9040835214, 1032019.618189272 236301.2947043522, 1031777.651195591 236181.316820485, 1032065.490596543 235498.0231447347, 1032233.666820267 235141.6700191827, 1032252.183972334 235016.7392942435, 1032320.858005144 234865.311417914, 1031027.140861147 234795.7433501181, 1030866.134050611 232582.4557911415, 1029102.324294899 233048.3940999486, 1028814.740819833 233772.8925475095, 1028422.536634942 235104.5522727715, 1028520.48697877 235734.304064742, 1028564.474414112 236050.9927449868, 1028573.450602246 236440.4848224462, 1028577.034729308 236599.7064251764, 1028542.989166844 236750.8438659774, 1028825.612896111 236743.346398321, 1029277.360110158 236735.8013705197, 1029378.67099977 236734.1680396446, 1029450.503639769 237103.3748088884, 1029530.708332461 237582.9915078348, 1029629.700773407 238374.5160472585, 1029621.79895164 238455.7483740018, 1029486.880255324 239859.2865682404, 1029441.312199061 240252.3213227754, 1029384.752173541 240604.165659998, 1029319.616606562 240954.9012265854, 1029300.120325761 241021.5387068249, 1029418.871486483 241007.5505226154))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
64,36005011502,11502,115,Census Tract 115.02,BX27,Hunts Point,36005,"POLYGON ((1014630.50495589 238390.0654598949, 1014888.792813178 238566.3650204854, 1015128.524734898 238749.2017691041, 1015374.559380311 238978.3197460966, 1015521.962634003 239068.1362343849, 1015717.283628013 239128.8688398381, 1015961.077674402 239159.4264341801, 1015998.158488361 239164.2113401069, 1016197.94181632 239197.6284180026, 1016232.941514106 239101.4896902925, 1016264.628901963 238998.7885836434, 1016452.80879054 238600.4535748552, 1016649.410951183 237910.6621662753, 1016658.865404984 237877.8845221034, 1017075.078381283 237316.2733728024, 1016815.731882399 237105.7015817772, 1016641.114439533 237076.6851086805, 1016529.560248832 237081.6370459267, 1016269.719931946 237029.9210889636, 1016015.137112609 236978.5791428232, 1015759.999629832 236927.2391515098, 1015504.584274975 236875.9014893107, 1015252.206069622 236829.6711108338, 1015069.015874987 237226.928444444, 1014927.17793078 237541.1708215741, 1014775.678243526 237837.9137548268, 1014672.033532298 237939.4333425031, 1014579.187359145 238038.4165276427, 1014499.653315142 238116.6494998866, 1014467.774495195 238155.9580829852, 1014630.50495589 238390.0654598949))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
65,36005011700,11700,117,Census Tract 117,BX27,Hunts Point,36005,"POLYGON ((1015504.584274975 236875.9014893107, 1015759.999629832 236927.2391515098, 1016015.137112609 236978.5791428232, 1016269.719931946 237029.9210889636, 1016529.560248832 237081.6370459267, 1016641.114439533 237076.6851086805, 1016815.731882399 237105.7015817772, 1017075.078381283 237316.2733728024, 1017472.978888079 237002.7574027083, 1017824.382745377 236692.8269268506, 1017876.109505143 236518.0172040237, 1018342.787720239 236325.2063538235, 1019692.73492252 235767.1572930065, 1019897.87317246 235186.341904416, 1020060.475523596 235110.4352576295, 1020123.630231567 234708.6659671074, 1020687.627615961 233158.5290459051, 1020664.71795069 232928.9631163898, 1020472.085850791 232154.8256885736, 1020366.5103131 232033.3444795728, 1019820.653095354 231404.0589437208, 1019219.66572177 231738.7378850921, 1018950.543338209 232139.849067139, 1018900.894720333 232204.6298070026, 1018352.557562884 232920.8650105752, 1017621.024855684 232806.9032634248, 1017526.767419106 233507.7556116203, 1017354.761786505 234183.3630957905, 1017133.248601824 234426.0737242701, 1017019.836048774 234568.0111942849, 1016953.755072383 234714.3850222783, 1016889.221795143 234739.8015883787, 1016681.535776914 235000.0231327315, 1016425.322930936 235327.2198671078, 1016311.907164675 235477.9047548191, 1015971.708827337 235898.9941455806, 1015835.012817705 236075.8830511787, 1015611.822755088 236356.132181563, 1015252.206069622 236829.6711108338, 1015504.584274975 236875.9014893107))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
66,36005011800,11800,118,Census Tract 118,BX52,Schuylerville-Throgs Neck-Edgewater Park,36005,"POLYGON ((1035331.792893775 237242.2057172903, 1035607.979040161 237266.8353912143, 1036008.332168989 237343.8331249797, 1036312.393965562 237404.9640376473, 1036569.69512817 237457.6180709417, 1036823.030091975 237551.8006458765, 1036833.474518123 237585.7066284907, 1037762.423339976 237187.6971653139, 1037980.969911645 237116.7704633287, 1037925.335506473 237116.2829013505, 1038183.26478442 237010.8332353022, 1038371.087825177 236692.821347214, 1039041.194740898 237069.9576777261, 1039286.095269895 236975.4204022849, 1039524.361282129 236877.9557795038, 1039758.489785628 236775.018972297, 1040045.43739829 236694.4304633908, 1040340.138950048 236613.1346111795, 1040239.286932501 236535.2977663204, 1040074.172296949 236476.6231593847, 1039987.428973217 236401.7345515689, 1039853.08894177 236441.5031620262, 1039613.374300527 236079.896868343, 1039580.542757671 235911.1340112273, 1039305.522135097 235733.8046915889, 1039070.835912418 235467.6715274638, 1038641.956318072 235387.6446392467, 1038722.126502084 235681.1156067426, 1038436.938788478 236085.6190162251, 1038297.271961968 236280.2274507825, 1038169.905646627 236421.3065462045, 1038106.083835071 236492.2103757393, 1037740.218057523 236839.3421331387, 1037770.830254336 236639.3887762807, 1037851.781857398 236457.0348710729, 1038037.871637486 236296.4101191683, 1038139.375309057 236209.1946812967, 1038180.842870273 235984.1267854149, 1038197.62061085 235659.1757930765, 1038284.482625451 235436.0308473484, 1038446.323691333 235230.5418553669, 1038636.631938768 235169.7594082059, 1038702.229291842 235050.0398924863, 1038781.670601288 234929.2586789087, 1038846.401947189 234825.9327595295, 1038893.38784311 234735.6831360233, 1038911.1806562 234701.839941616, 1038938.9932727 234643.9731469105, 1038993.54040362 234515.485445634, 1039036.541621467 234474.0482025445, 1039199.657877741 234566.5944210707, 1039320.743758449 234516.2263394055, 1039627.754336889 234389.0434129554, 1039982.549609969 234429.9332765561, 1040831.678477002 233908.7125312701, 1041365.903150994 233580.604784551, 1041908.303574627 233313.0080994977, 1041944.936652251 233507.6508731579, 1042135.478840426 233474.2216693622, 1042141.607824057 233226.1232043064, 1042262.603136351 233103.2666565202, 1042316.554832008 233001.0172626188, 1042351.929005032 232911.110910849, 1042369.410052931 232778.8987095116, 1042345.058300442 232658.9737115316, 1042308.744428345 232563.0662985466, 1042224.301013443 232449.5556970719, 1042104.100126727 232354.1768788669, 1041977.737399122 232288.295228968, 1041887.81747134 232264.7638295615, 1041421.145055462 232459.3077277391, 1041375.697803627 232478.1461136098, 1041137.535782359 232627.6927990362, 1040658.707522814 233055.0337487563, 1040434.662478314 233090.2185894601, 1040200.647729668 233127.2041762921, 1039079.186127695 233978.2826848475, 1039018.188531309 234020.4078658415, 1038528.733577318 233906.3630696362, 1037637.847818762 234681.8792179237, 1036730.290484952 235512.7713108821, 1036653.781715324 235435.0021521349, 1036515.505238721 235503.1989817902, 1035978.759636218 235636.4881746737, 1035638.737804952 235683.1289279153, 1035489.756018078 236103.6224178805, 1035840.046041238 236171.7674687643, 1035779.369679653 236458.7357478544, 1035713.386118428 236769.0104995208, 1035285.980819685 236651.8836819755, 1035179.36972725 236936.2065068202, 1035076.951173313 237202.321779854, 1035331.792893775 237242.2057172903))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
67,36005011900,11900,119,Census Tract 119,BX27,Hunts Point,36005,"POLYGON ((1014159.700734947 239740.0758262083, 1014337.172233484 239909.3476634473, 1014540.045665716 239903.0422259547, 1014790.49812127 239915.743887279, 1015050.355065962 239932.4677868513, 1015309.658136093 239949.1937627124, 1015630.927643013 239987.1341762249, 1015504.29129319 239250.2817630836, 1015374.559380311 238978.3197460966, 1015128.524734898 238749.2017691041, 1014888.792813178 238566.3650204854, 1014630.50495589 238390.0654598949, 1014467.774495195 238155.9580829852, 1014248.535688356 238402.7059496776, 1014221.634013925 238670.4600099536, 1014198.880426596 239165.5652876082, 1014159.700734947 239740.0758262083))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
68,36005012101,12101,121,Census Tract 121.01,BX35,Morrisania-Melrose,36005,"POLYGON ((1014715.703054485 241732.9622087525, 1014962.411256438 241627.9801101439, 1015230.173994893 241507.3609306452, 1015352.294800973 241447.0373596046, 1015795.60361666 241047.5681671622, 1015772.909794641 240835.1302147219, 1015688.850191768 240779.2775092327, 1015275.462873648 240501.848910136, 1015011.151766016 240510.6205124547, 1014698.401254746 240525.5278354519, 1014442.414540862 240517.1922632459, 1014449.050863993 241188.3090878609, 1014449.751043104 241737.0014762091, 1014715.703054485 241732.9622087525))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
69,36005012102,12102,121,Census Tract 121.02,BX27,Hunts Point,36005,"POLYGON ((1014337.172233484 239909.3476634473, 1014510.062329237 239977.6938152519, 1014773.311164681 240157.6418534305, 1015023.565241193 240324.4601456158, 1015275.462873648 240501.848910136, 1015688.850191768 240779.2775092327, 1015772.909794641 240835.1302147219, 1015703.115738963 240236.0697552931, 1015630.927643013 239987.1341762249, 1015309.658136093 239949.1937627124, 1015050.355065962 239932.4677868513, 1014790.49812127 239915.743887279, 1014540.045665716 239903.0422259547, 1014337.172233484 239909.3476634473))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
70,36005012300,12300,123,Census Tract 123,BX75,Crotona Park East,36005,"POLYGON ((1013947.31379321 242540.8370733729, 1014209.509906243 242657.7476053745, 1014239.918977257 242682.9244740597, 1014492.719418905 242565.1933002511, 1014748.287338465 242449.2899337434, 1014985.027418427 242343.2024889371, 1015221.771434219 242235.6600152182, 1015457.689692827 242126.297107566, 1015693.886345321 242017.3011969321, 1015899.624506934 241923.2056257669, 1015936.251923766 241848.2000326238, 1016020.947147271 241838.1094478906, 1016095.46199413 241783.1923217385, 1016360.284911258 241586.7996410766, 1016403.297986041 241080.4282073536, 1016206.98783545 240103.7457806776, 1016197.09298669 239841.7745943037, 1016197.94181632 239197.6284180026, 1015998.158488361 239164.2113401069, 1015961.077674402 239159.4264341801, 1015717.283628013 239128.8688398381, 1015521.962634003 239068.1362343849, 1015374.559380311 238978.3197460966, 1015504.29129319 239250.2817630836, 1015630.927643013 239987.1341762249, 1015703.115738963 240236.0697552931, 1015772.909794641 240835.1302147219, 1015795.60361666 241047.5681671622, 1015352.294800973 241447.0373596046, 1015230.173994893 241507.3609306452, 1014962.411256438 241627.9801101439, 1014715.703054485 241732.9622087525, 1014449.751043104 241737.0014762091, 1014172.181019944 241737.0216106047, 1013892.669370621 241740.6859192392, 1013761.493162446 241741.9832197594, 1013947.31379321 242540.8370733729))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
71,36005012500,12500,125,Census Tract 125,BX35,Morrisania-Melrose,36005,"POLYGON ((1013139.775171028 241876.7676939263, 1013392.671870157 241911.6824225599, 1013761.493162446 241741.9832197594, 1013892.669370621 241740.6859192392, 1014172.181019944 241737.0216106047, 1014449.751043104 241737.0014762091, 1014449.050863993 241188.3090878609, 1014442.414540862 240517.1922632459, 1014163.444536674 240519.0324554288, 1013881.159329099 240516.1354267163, 1013622.515068694 240416.7210610462, 1013373.247740897 240342.824299704, 1013262.886545367 240982.83180251, 1013227.707762245 241009.3863199842, 1013174.249385492 241047.9421896846, 1012922.187922988 241234.9119316692, 1012838.178275851 241836.333068157, 1013139.775171028 241876.7676939263))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
72,36005012701,12701,127,Census Tract 127.01,BX27,Hunts Point,36005,"POLYGON ((1013622.515068694 240416.7210610462, 1013881.159329099 240516.1354267163, 1014163.444536674 240519.0324554288, 1014442.414540862 240517.1922632459, 1014698.401254746 240525.5278354519, 1015011.151766016 240510.6205124547, 1015275.462873648 240501.848910136, 1015023.565241193 240324.4601456158, 1014773.311164681 240157.6418534305, 1014510.062329237 239977.6938152519, 1014337.172233484 239909.3476634473, 1014159.700734947 239740.0758262083, 1013878.463379006 239551.7327624808, 1013808.500645975 239503.5549222737, 1013615.329370854 239494.5760944332, 1013346.057621059 239477.1276123151, 1013373.247740897 240342.824299704, 1013622.515068694 240416.7210610462))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
73,36005012901,12901,129,Census Tract 129.01,BX33,Longwood,36005,"POLYGON ((1011600.867478626 239639.7761071352, 1011982.108479544 239519.6137798796, 1012238.203280775 239444.1260568897, 1012440.793952146 239445.8181293186, 1012665.803455927 239446.809487751, 1012795.3331404 239444.0469600219, 1013075.954324819 239460.4098060967, 1013346.057621059 239477.1276123151, 1013615.329370854 239494.5760944332, 1013808.500645975 239503.5549222737, 1013614.649555626 239370.336476023, 1013493.525204416 239287.8499942409, 1013343.087514749 239184.5617417102, 1013072.625795947 239000.9773972714, 1012791.370135834 238813.7400155428, 1012518.693126333 238623.9655631134, 1012208.663751094 238419.5776379978, 1011966.681517571 238246.2399925143, 1011749.297943261 238100.6222327488, 1011692.324384522 238062.302359002, 1011484.887376214 237929.4500183265, 1011570.369822642 238213.7285692004, 1011693.650253448 238602.614780571, 1011757.90447533 238809.2663873524, 1011376.930198711 238929.4325110889, 1011600.867478626 239639.7761071352))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
74,36005013000,13000,130,Census Tract 130,BX52,Schuylerville-Throgs Neck-Edgewater Park,36005,"POLYGON ((1034376.782137821 238752.9393573753, 1034927.182929355 238405.4130518433, 1035013.099106103 238350.5779015956, 1035357.468250209 238192.8147832768, 1035712.889946311 238046.0101244747, 1036130.921962497 237874.5696583149, 1036463.355534884 237739.0212679071, 1036604.642543457 237680.6676975274, 1036833.474518123 237585.7066284907, 1036823.030091975 237551.8006458765, 1036569.69512817 237457.6180709417, 1036312.393965562 237404.9640376473, 1036008.332168989 237343.8331249797, 1035607.979040161 237266.8353912143, 1035331.792893775 237242.2057172903, 1035185.938843083 237893.6975216833, 1034836.978196919 237730.108328684, 1034722.135798376 237984.5404809495, 1034600.346809567 238253.1679157553, 1034376.782137821 238752.9393573753))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
75,36005013100,13100,131,Census Tract 131,BX33,Longwood,36005,"POLYGON ((1011666.109246246 240929.2375567497, 1011981.150396317 240841.0620327363, 1012421.649354031 240915.8946442739, 1012754.509098956 240974.9419768286, 1013174.249385492 241047.9421896846, 1013227.707762245 241009.3863199842, 1013262.886545367 240982.83180251, 1013373.247740897 240342.824299704, 1013346.057621059 239477.1276123151, 1013075.954324819 239460.4098060967, 1012795.3331404 239444.0469600219, 1012665.803455927 239446.809487751, 1012440.793952146 239445.8181293186, 1012238.203280775 239444.1260568897, 1011982.108479544 239519.6137798796, 1011600.867478626 239639.7761071352, 1011775.96891015 240206.5178381929, 1011468.657159791 240305.6347907254, 1011666.109246246 240929.2375567497))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
76,36005013200,13200,132,Census Tract 132,BX52,Schuylerville-Throgs Neck-Edgewater Park,36005,"POLYGON ((1032019.618189272 236301.2947043522, 1032262.145048051 236416.9040835214, 1032472.040673231 236515.6914959823, 1032697.118432198 236634.549578563, 1032943.801653902 236744.7090613958, 1033190.190398822 236862.5215399151, 1033441.281505059 236980.7104096588, 1033677.167385783 237088.6694607335, 1033915.537811465 237198.8219259285, 1033631.127135406 237813.6058774594, 1033872.265168752 237920.4845722755, 1034108.968825699 238029.1782399602, 1034348.169668172 238133.8716817817, 1034600.346809567 238253.1679157553, 1034722.135798376 237984.5404809495, 1034836.978196919 237730.108328684, 1035185.938843083 237893.6975216833, 1035331.792893775 237242.2057172903, 1035076.951173313 237202.321779854, 1035179.36972725 236936.2065068202, 1035285.980819685 236651.8836819755, 1035713.386118428 236769.0104995208, 1035779.369679653 236458.7357478544, 1035840.046041238 236171.7674687643, 1035489.756018078 236103.6224178805, 1035638.737804952 235683.1289279153, 1034944.29954101 235778.5806536533, 1034078.643911098 235545.7969293142, 1033946.51591943 235589.2461493446, 1033268.757513508 235377.6443940206, 1033038.929107095 235276.6240152558, 1032808.821244541 235175.9695999787, 1032320.858005144 234865.311417914, 1032252.183972334 235016.7392942435, 1032233.666820267 235141.6700191827, 1032065.490596543 235498.0231447347, 1031777.651195591 236181.316820485, 1032019.618189272 236301.2947043522))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
77,36005013300,13300,133,Census Tract 133,BX35,Morrisania-Melrose,36005,"POLYGON ((1010340.346339479 239255.104710676, 1010420.335240185 239508.7691822381, 1010563.757035889 239965.8025726261, 1010703.568723599 239921.8699894225, 1011064.312824828 239808.5932636388, 1011281.093345519 239740.338708936, 1011582.594939793 239645.2205492232, 1011600.867478626 239639.7761071352, 1011376.930198711 238929.4325110889, 1011757.90447533 238809.2663873524, 1011693.650253448 238602.614780571, 1011570.369822642 238213.7285692004, 1011189.388341856 238332.8045994366, 1010877.897605325 238437.3893827247, 1010572.225016379 238539.0697944179, 1010361.248825969 238606.6082372683, 1010140.320830948 238663.9364667066, 1010340.346339479 239255.104710676))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
78,36005013500,13500,135,Census Tract 135,BX35,Morrisania-Melrose,36005,"POLYGON ((1010566.567855956 240690.8357346566, 1010858.72726493 241025.2515236035, 1010966.799411035 241148.8805858635, 1011262.263399516 241488.0413429009, 1011294.571512264 241551.4719941363, 1011499.991906447 241482.1136770973, 1011773.245722502 241386.2374254233, 1011805.914277098 241374.9800928786, 1011992.5152701 241308.8835993124, 1012112.394100621 241266.7580014232, 1012493.335333644 241146.6033057598, 1012421.649354031 240915.8946442739, 1011981.150396317 240841.0620327363, 1011666.109246246 240929.2375567497, 1011468.657159791 240305.6347907254, 1011775.96891015 240206.5178381929, 1011600.867478626 239639.7761071352, 1011582.594939793 239645.2205492232, 1011281.093345519 239740.338708936, 1011064.312824828 239808.5932636388, 1010703.568723599 239921.8699894225, 1010563.757035889 239965.8025726261, 1010737.188763706 240560.9533177417, 1010519.307735586 240631.3975801593, 1010566.567855956 240690.8357346566))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
