,tractid,tractnum,name,namelsad,nta,nta_name,bcode,geometry,MonthYear,TotalMonthlyReport,CountyName,CensusBlockID_list,Ticket_list,Classification_list,Zipcode_list,CountyTract
1522,36081017800,17800,178,Census Tract 178,QN55,South Ozone Park,36081,"POLYGON ((1035741.956282491 185801.8074937153, 1035985.576743893 185893.7717070495, 1036229.753234087 185984.282241158, 1036472.540251918 186075.1565787972, 1036716.431018793 186167.8573802583, 1036978.616245882 186265.3366163759, 1037240.799373643 186362.8186847962, 1037486.623532014 186456.6244443677, 1037592.214479873 186496.5679627563, 1037727.740941616 186545.6860526332, 1037972.45351528 186638.7656355101, 1038219.110644454 186729.6660312861, 1038473.240185954 186827.1435478202, 1038585.47816801 186870.0208678781, 1038828.768339626 186235.1752042463, 1038712.650335025 186189.7377700768, 1038460.169563293 186096.6334167946, 1038210.461426015 186003.1735221066, 1037967.682566764 185911.1888376601, 1037732.388665354 185820.3160488949, 1037642.312167359 185787.6926142624, 1037478.78920388 185727.9481182109, 1037217.158100064 185629.007400422, 1036954.690356117 185531.1606813545, 1037013.456188755 185293.7453990058, 1036738.220720401 185325.9389327636, 1036521.527901898 185351.7035232863, 1036464.65106869 185357.7748332288, 1036232.700443687 185384.6022037554, 1036166.388860564 185392.4756761424, 1035973.55910869 185415.0171854401, 1035879.502503802 185426.1113598679, 1035741.956282491 185801.8074937153))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1523,36081017900,17900,179,Census Tract 179,QN31,Hunters Point-Sunnyside-West Maspeth,36081,"POLYGON ((1002426.783290764 211084.1158423891, 1002741.763579962 211176.5297921732, 1003017.684576931 211252.8869874361, 1003293.05081029 211327.7895590517, 1003565.370303379 211399.0495117749, 1003830.215725158 211459.3765270979, 1004111.943192726 211542.6731719142, 1004387.582875758 211613.9450765197, 1004656.333395773 211638.2154654564, 1004901.86578475 211595.067604055, 1005167.069496777 211554.8538286095, 1005074.767774774 210947.0684073972, 1004951.987483815 210331.2421667822, 1004870.048322498 209582.4702028088, 1004603.437724569 209623.0503625636, 1004355.673910339 209660.370066458, 1004098.765199662 209699.142147364, 1003841.579913147 209738.2810559774, 1003584.395458125 209777.4226901329, 1003327.212120972 209816.2027180949, 1003070.306993451 209854.6213546719, 1002812.570815327 209893.770738578, 1002556.221257496 209932.5595728487, 1002298.209367227 209972.0785422133, 1002042.694102215 210009.0517603421, 1001784.40650071 210048.9403209594, 1001526.951051956 210088.8322222672, 1001653.658541218 210760.7509627806, 1001633.7049768 210764.744316713, 1002426.783290764 211084.1158423891))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1524,36081018000,18000,180,Census Tract 180,QN55,South Ozone Park,36081,"POLYGON ((1037217.158100064 185629.007400422, 1037478.78920388 185727.9481182109, 1037642.312167359 185787.6926142624, 1037732.388665354 185820.3160488949, 1037967.682566764 185911.1888376601, 1038210.461426015 186003.1735221066, 1038460.169563293 186096.6334167946, 1038712.650335025 186189.7377700768, 1038828.768339626 186235.1752042463, 1038989.862327111 185769.5600211176, 1039271.709737415 185021.4993910529, 1039150.155045153 185047.4561682234, 1038981.183983137 185066.020112636, 1038838.566497508 185083.9157643696, 1038729.529254244 185094.6009304836, 1038526.421680884 185121.4711004263, 1038498.96131294 185121.0454465354, 1038229.272828239 185151.7771643261, 1038008.137881078 185177.8829640172, 1037662.703019712 185218.2903978216, 1037359.16546585 185253.6936681538, 1037013.456188755 185293.7453990058, 1036954.690356117 185531.1606813545, 1037217.158100064 185629.007400422))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1525,36081018101,18101,181,Census Tract 181.01,QN31,Hunters Point-Sunnyside-West Maspeth,36081,"POLYGON ((1005167.069496777 211554.8538286095, 1005424.514456268 211516.0935097054, 1005681.683155447 211477.3356773967, 1005589.117248468 210869.1837424029, 1005492.966394099 210235.8902610506, 1005478.63977406 210141.5157339122, 1005382.486610725 209504.2152210471, 1005126.128499063 209543.341240224, 1004870.048322498 209582.4702028088, 1004951.987483815 210331.2421667822, 1005074.767774774 210947.0684073972, 1005167.069496777 211554.8538286095))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1526,36081018102,18102,181,Census Tract 181.02,QN31,Hunters Point-Sunnyside-West Maspeth,36081,"POLYGON ((1005939.130088999 211438.2164861676, 1006195.746597649 211399.099274633, 1006103.746796536 210791.6745605603, 1006007.610363214 210156.9217330348, 1005999.071519168 210099.7139537294, 1005896.867319428 209426.7014526931, 1005639.953661049 209465.4572182428, 1005382.486610725 209504.2152210471, 1005478.63977406 210141.5157339122, 1005492.966394099 210235.8902610506, 1005589.117248468 210869.1837424029, 1005681.683155447 211477.3356773967, 1005939.130088999 211438.2164861676))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1527,36081018200,18200,182,Census Tract 182,QN76,Baisley Park,36081,"POLYGON ((1038997.549732105 186297.1266366363, 1039089.283471956 186331.21616825, 1039328.174018105 186421.7459580096, 1039568.173096504 186511.9162974392, 1039806.505351734 186602.4495325918, 1040047.617042095 186689.7125275649, 1040218.605244854 186754.227842051, 1040408.358366688 186259.9059179264, 1040482.320815244 186061.8816302473, 1040579.165376802 185805.2535409358, 1040853.123888288 185844.8734794495, 1040982.95590153 185480.4823049631, 1041083.76215698 185193.6261528363, 1041190.894440473 184812.4239090056, 1040919.254789818 184844.2141994273, 1040304.115630837 184915.6532562614, 1040181.201708341 184928.850209177, 1040024.433238667 184947.7993228679, 1039769.720611692 184978.1840007472, 1039552.180967688 185007.5629350061, 1039390.156385415 185020.6749047257, 1039271.709737415 185021.4993910529, 1038989.862327111 185769.5600211176, 1038828.768339626 186235.1752042463, 1038997.549732105 186297.1266366363))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1528,36081018300,18300,183,Census Tract 183,QN31,Hunters Point-Sunnyside-West Maspeth,36081,"POLYGON ((1006593.649827558 212293.5336973737, 1006855.430162213 212353.8909376895, 1007120.920677919 212298.0324800423, 1007053.457195614 211850.9332580226, 1007012.975787371 211584.932710359, 1006982.683928633 211384.8859291444, 1006967.263281328 211282.1298101657, 1006875.005242651 210674.7019416819, 1006747.860938767 210031.5376745054, 1006770.078054995 209978.7301350881, 1006723.796138256 209685.7643232305, 1006668.445231978 209309.7225791791, 1006410.974878466 209348.4696706291, 1006153.784759286 209384.6694223214, 1005896.867319428 209426.7014526931, 1005999.071519168 210099.7139537294, 1006007.610363214 210156.9217330348, 1006103.746796536 210791.6745605603, 1006195.746597649 211399.099274633, 1006321.346256511 212225.5187326424, 1006593.649827558 212293.5336973737))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1529,36081018401,18401,184,Census Tract 184.01,QN76,Baisley Park,36081,"POLYGON ((1040853.123888288 185844.8734794495, 1041116.267222504 185883.0138762754, 1041377.459535196 185924.7958350034, 1041618.824784274 186022.6405573472, 1041856.283258864 186129.5866655445, 1042089.032111862 186233.2449236999, 1042185.455398066 186276.4655615355, 1042234.662472445 186113.3632135025, 1042315.393940566 185874.9200355097, 1042404.426576662 185645.6052499709, 1042531.089260621 185340.6004639184, 1043371.449123113 184476.2547954728, 1043033.697856114 184543.2006636602, 1042775.038385103 184596.4970683573, 1042533.862682393 184646.9235190635, 1042419.798253077 184670.3316094938, 1042370.675677333 184680.4152902824, 1042280.776725805 184690.401652705, 1042086.553013492 184711.0696929252, 1042043.823633639 184715.7043087376, 1041776.903430886 184744.9459341039, 1041461.145287549 184781.7263726648, 1041190.894440473 184812.4239090056, 1041083.76215698 185193.6261528363, 1040982.95590153 185480.4823049631, 1040853.123888288 185844.8734794495))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1530,36081018402,18402,184,Census Tract 184.02,QN76,Baisley Park,36081,"POLYGON ((1040472.727396672 186851.3619447242, 1040717.705489759 186943.7411722153, 1040963.520618924 187033.2101922622, 1041216.332079331 187095.3733718678, 1041471.368873343 187154.2654586715, 1041209.005642216 187854.2553254499, 1041452.863125189 187945.9107395585, 1041696.162344701 188038.2959483365, 1041753.292621567 188040.2527496913, 1041761.161115984 187996.9161090784, 1041804.434446765 187760.2041180845, 1041861.066729026 187504.5787396535, 1041915.453628616 187260.6067389661, 1041978.490967422 186995.1599686574, 1042019.33785206 186847.3391423873, 1042092.885307137 186595.3978947006, 1042163.637979894 186352.9227996098, 1042185.455398066 186276.4655615355, 1042089.032111862 186233.2449236999, 1041856.283258864 186129.5866655445, 1041618.824784274 186022.6405573472, 1041377.459535196 185924.7958350034, 1041116.267222504 185883.0138762754, 1040853.123888288 185844.8734794495, 1040579.165376802 185805.2535409358, 1040482.320815244 186061.8816302473, 1040408.358366688 186259.9059179264, 1040218.605244854 186754.227842051, 1040472.727396672 186851.3619447242))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1531,36081018501,18501,185,Census Tract 185.01,QN31,Hunters Point-Sunnyside-West Maspeth,36081,"POLYGON ((1005025.282678339 208871.0624087602, 1005226.768566201 208843.9107993063, 1005281.647408996 208832.2996663405, 1005539.121741865 208793.1762725754, 1005796.04267517 208754.0551184347, 1006053.241227951 208715.30126457, 1006309.886701811 208676.1853012211, 1006567.363351904 208638.1658107088, 1006465.446137369 207964.7872187661, 1006208.238972808 208003.536693963, 1005950.75485636 208043.0173100731, 1005846.542618745 208058.2263062711, 1005694.103594126 208081.7727293902, 1005437.175712586 208120.8949523092, 1005180.526412412 208159.291471158, 1004923.599563041 208199.1477938521, 1005004.078488522 208714.7459208287, 1005025.282678339 208871.0624087602))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1532,36081018502,18502,185,Census Tract 185.02,QN31,Hunters Point-Sunnyside-West Maspeth,36081,"POLYGON ((1005126.128499063 209543.341240224, 1005382.486610725 209504.2152210471, 1005639.953661049 209465.4572182428, 1005896.867319428 209426.7014526931, 1006153.784759286 209384.6694223214, 1006410.974878466 209348.4696706291, 1006668.445231978 209309.7225791791, 1006567.363351904 208638.1658107088, 1006309.886701811 208676.1853012211, 1006053.241227951 208715.30126457, 1005796.04267517 208754.0551184347, 1005539.121741865 208793.1762725754, 1005281.647408996 208832.2996663405, 1005226.768566201 208843.9107993063, 1005025.282678339 208871.0624087602, 1005126.128499063 209543.341240224))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1533,36081018600,18600,186,Census Tract 186,QN76,Baisley Park,36081,"POLYGON ((1038757.299418679 186935.2564188648, 1038989.813262398 187022.4896380096, 1039231.470173557 187113.3890748997, 1039473.966475171 187200.285202471, 1039715.619814434 187291.1894601959, 1039982.486024849 187393.0838457051, 1040238.267412628 187489.8550063955, 1040478.529079692 187580.3993372165, 1040721.282628525 187672.0448323434, 1040965.976689043 187763.3329599944, 1041209.005642216 187854.2553254499, 1041471.368873343 187154.2654586715, 1041216.332079331 187095.3733718678, 1040963.520618924 187033.2101922622, 1040717.705489759 186943.7411722153, 1040472.727396672 186851.3619447242, 1040218.605244854 186754.227842051, 1040047.617042095 186689.7125275649, 1039806.505351734 186602.4495325918, 1039568.173096504 186511.9162974392, 1039328.174018105 186421.7459580096, 1039089.283471956 186331.21616825, 1038997.549732105 186297.1266366363, 1038828.768339626 186235.1752042463, 1038585.47816801 186870.0208678781, 1038757.299418679 186935.2564188648))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1534,36081018700,18700,187,Census Tract 187,QN31,Hunters Point-Sunnyside-West Maspeth,36081,"POLYGON ((1003248.742434177 207754.7518774894, 1003287.247127607 207775.1846154057, 1003423.258673632 207848.5223224287, 1003663.692347363 207988.616776837, 1003860.093355065 208088.2371922483, 1004139.869561646 208233.1045060255, 1004286.969227724 208296.2548682305, 1004305.252598944 208304.2852647429, 1004399.492191938 208282.1390692748, 1004666.396744229 208238.6422719125, 1004923.599563041 208199.1477938521, 1005180.526412412 208159.291471158, 1005437.175712586 208120.8949523092, 1005694.103594126 208081.7727293902, 1005846.542618745 208058.2263062711, 1005950.75485636 208043.0173100731, 1006208.238972808 208003.536693963, 1006465.446137369 207964.7872187661, 1006349.48731393 207183.9186197827, 1006334.608594097 207088.8145312251, 1006068.649470695 206988.0185217761, 1005924.040728144 206924.8596216069, 1005860.341433655 206877.4397309343, 1005809.089150747 206856.9915941443, 1005707.966473793 206820.104514348, 1005686.043621607 206852.8749864538, 1005598.405347882 206924.2067459597, 1005508.815832697 207009.0173827832, 1005284.763512442 207154.9191780925, 1004995.063377939 207265.7910248333, 1004800.128555234 207396.0559428677, 1004542.057107291 207470.1625021047, 1004442.546939045 207494.4897450854, 1003201.650420274 207729.5761839251, 1003248.742434177 207754.7518774894))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1535,36081018800,18800,188,Census Tract 188,QN76,Baisley Park,36081,"POLYGON ((1038412.040556304 187529.4347901736, 1038518.731497291 187570.8421345045, 1038760.386331903 187661.0082465769, 1039003.699405306 187753.0021551519, 1039247.009815323 187845.3628312354, 1039490.87805666 187935.541240103, 1039743.612282617 188029.0213221094, 1039995.235162412 188122.501490553, 1040240.201381215 188215.2402707488, 1040482.946939576 188307.976388078, 1040727.078236845 188400.3538293096, 1040970.101695234 188491.273824474, 1041209.005642216 187854.2553254499, 1040965.976689043 187763.3329599944, 1040721.282628525 187672.0448323434, 1040478.529079692 187580.3993372165, 1040238.267412628 187489.8550063955, 1039982.486024849 187393.0838457051, 1039715.619814434 187291.1894601959, 1039473.966475171 187200.285202471, 1039231.470173557 187113.3890748997, 1038989.813262398 187022.4896380096, 1038757.299418679 186935.2564188648, 1038585.47816801 186870.0208678781, 1038451.284193926 187219.8420028471, 1038349.41114958 187505.2494870164, 1038412.040556304 187529.4347901736))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1536,36081018900,18900,189,Census Tract 189,QN31,Hunters Point-Sunnyside-West Maspeth,36081,"POLYGON ((1003841.579913147 209738.2810559774, 1004098.765199662 209699.142147364, 1004355.673910339 209660.370066458, 1004603.437724569 209623.0503625636, 1004870.048322498 209582.4702028088, 1005126.128499063 209543.341240224, 1005025.282678339 208871.0624087602, 1005004.078488522 208714.7459208287, 1004923.599563041 208199.1477938521, 1004666.396744229 208238.6422719125, 1004399.492191938 208282.1390692748, 1004305.252598944 208304.2852647429, 1004286.969227724 208296.2548682305, 1004139.869561646 208233.1045060255, 1003860.093355065 208088.2371922483, 1003663.692347363 207988.616776837, 1003583.009040983 208038.8301594859, 1003457.968150798 208111.9615693831, 1003343.183261513 208182.9156990738, 1003482.400345388 209104.0563309531, 1003584.395458125 209777.4226901329, 1003841.579913147 209738.2810559774))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1537,36081019000,19000,190,Census Tract 190,QN76,Baisley Park,36081,"POLYGON ((1040420.348038436 189951.6887738574, 1040650.791834849 190079.3739206505, 1040931.632880632 190238.8755289238, 1041044.151770054 190034.3847512476, 1041164.768092399 189807.3250037972, 1041278.11951107 189604.2946017777, 1041407.046537307 189383.0848725505, 1041424.311741158 189353.2504294439, 1041589.448667125 189067.2761689208, 1041715.319381198 188850.7971803837, 1041737.674076535 188780.1700362154, 1041778.582111737 188604.6597886129, 1041777.310992245 188321.5723555878, 1041753.292621567 188040.2527496913, 1041696.162344701 188038.2959483365, 1041452.863125189 187945.9107395585, 1041209.005642216 187854.2553254499, 1040970.101695234 188491.273824474, 1040727.078236845 188400.3538293096, 1040487.91742882 189036.2835588719, 1040191.842306538 189824.3746170791, 1040420.348038436 189951.6887738574))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1538,36081019200,19200,192,Census Tract 192,QN76,Baisley Park,36081,"POLYGON ((1038280.175177929 188206.7946567709, 1038520.715158939 188296.9559370522, 1038764.300920726 188388.5837592742, 1039008.439543736 188480.2152767457, 1039251.744290257 188571.8473666512, 1039504.470314506 188666.4179652561, 1039757.470054815 188761.7204856511, 1040001.047348312 188852.9963937907, 1039730.940974874 189569.7439006834, 1039956.67316649 189699.2333207978, 1040191.842306538 189824.3746170791, 1040487.91742882 189036.2835588719, 1040727.078236845 188400.3538293096, 1040482.946939576 188307.976388078, 1040240.201381215 188215.2402707488, 1039995.235162412 188122.501490553, 1039743.612282617 188029.0213221094, 1039490.87805666 187935.541240103, 1039247.009815323 187845.3628312354, 1039003.699405306 187753.0021551519, 1038760.386331903 187661.0082465769, 1038518.731497291 187570.8421345045, 1038412.040556304 187529.4347901736, 1038349.41114958 187505.2494870164, 1038120.553803893 188146.6901011092, 1038280.175177929 188206.7946567709))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1539,36081019400,19400,194,Census Tract 194,QN01,South Jamaica,36081,"POLYGON ((1037537.540702757 189672.3110910311, 1037644.228503833 189711.5286553815, 1037870.586231262 189813.3109672962, 1038129.356656214 189930.1047941635, 1038249.845722659 189997.7733860324, 1038381.169441745 190056.7227959314, 1038564.863653802 190135.4637781127, 1038643.838627574 190164.0582284054, 1038943.566880861 189823.3538739259, 1039179.045069856 190058.8780840164, 1039363.331459633 190242.1892011432, 1039557.85698681 190068.4814848411, 1039751.550803117 189895.8664204405, 1039956.67316649 189699.2333207978, 1039730.940974874 189569.7439006834, 1040001.047348312 188852.9963937907, 1039757.470054815 188761.7204856511, 1039504.470314506 188666.4179652561, 1039251.744290257 188571.8473666512, 1039008.439543736 188480.2152767457, 1038764.300920726 188388.5837592742, 1038520.715158939 188296.9559370522, 1038280.175177929 188206.7946567709, 1038120.553803893 188146.6901011092, 1037863.443522971 188777.1407205561, 1037859.814737283 188787.6982805616, 1037728.365363621 189160.1181032342, 1037537.540702757 189672.3110910311))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1540,36081019600,19600,196,Census Tract 196,QN01,South Jamaica,36081,"POLYGON ((1038486.854516241 190543.7035742007, 1038725.586066157 190811.2917743797, 1038818.116363946 190730.2538131057, 1038975.675360769 190589.6124614324, 1039474.012258297 191084.4076706784, 1039654.412012178 191265.1619357621, 1040038.768232537 191629.6432692654, 1040190.638332002 191431.0681635442, 1040259.120412628 191317.1905717327, 1040325.129994201 191193.4705501382, 1040378.886913836 191091.9465459351, 1040453.52325879 190955.8595846055, 1040503.627984844 190875.0942382782, 1040611.044574652 190715.4022315214, 1040644.422147282 190672.8530535629, 1040796.321808738 190466.266578386, 1040931.632880632 190238.8755289238, 1040650.791834849 190079.3739206505, 1040420.348038436 189951.6887738574, 1040191.842306538 189824.3746170791, 1039956.67316649 189699.2333207978, 1039751.550803117 189895.8664204405, 1039557.85698681 190068.4814848411, 1039363.331459633 190242.1892011432, 1039179.045069856 190058.8780840164, 1038943.566880861 189823.3538739259, 1038643.838627574 190164.0582284054, 1038564.863653802 190135.4637781127, 1038475.959161343 190206.6738704216, 1038315.895737828 190351.320501281, 1038486.854516241 190543.7035742007))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1541,36081019800,19800,198,Census Tract 198,QN01,South Jamaica,36081,"POLYGON ((1037760.702185918 190847.7661992609, 1037931.939964392 191039.7816822376, 1038171.503042793 191308.0949783034, 1038412.445756457 191577.142410061, 1038653.108263938 191845.0986499377, 1038890.712631153 192114.1434227318, 1039135.483731653 192399.9659479096, 1039378.346002365 192669.0274474028, 1039451.198951005 192336.9235351947, 1039478.831728838 192257.9266457899, 1039522.378016582 192131.9673724872, 1039568.766049043 192097.8259111214, 1039659.316571223 192032.8171513214, 1039781.532272767 191945.2926134848, 1039868.022737195 191837.2843671491, 1039923.084393332 191770.009380794, 1040038.768232537 191629.6432692654, 1039654.412012178 191265.1619357621, 1039474.012258297 191084.4076706784, 1038975.675360769 190589.6124614324, 1038818.116363946 190730.2538131057, 1038725.586066157 190811.2917743797, 1038486.854516241 190543.7035742007, 1038315.895737828 190351.320501281, 1038137.775003243 190510.8656632792, 1037951.042701488 190678.044030143, 1037760.702185918 190847.7661992609))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1542,36081019900,19900,199,Census Tract 199,QN31,Hunters Point-Sunnyside-West Maspeth,36081,"POLYGON ((1000043.295354989 208474.5601993979, 1000145.513883277 208533.2843255521, 1000127.762339116 208557.6829338176, 1000132.742122112 208570.4378021014, 1000213.125742332 208540.9796592655, 1000280.460440415 208548.6749983223, 1000476.336998488 208617.6638387591, 1000973.122199304 208341.1088836193, 1001238.420438505 208207.2190321426, 1001250.293824986 208268.4350693177, 1001257.183828065 208322.7253194237, 1001375.80984485 209082.4404440217, 1001425.454924959 209414.7461578954, 1001526.951051956 210088.8322222672, 1001784.40650071 210048.9403209594, 1002042.694102215 210009.0517603421, 1002298.209367227 209972.0785422133, 1002556.221257496 209932.5595728487, 1002812.570815327 209893.770738578, 1003070.306993451 209854.6213546719, 1003327.212120972 209816.2027180949, 1003584.395458125 209777.4226901329, 1003482.400345388 209104.0563309531, 1003343.183261513 208182.9156990738, 1003457.968150798 208111.9615693831, 1003583.009040983 208038.8301594859, 1003663.692347363 207988.616776837, 1003423.258673632 207848.5223224287, 1003287.247127607 207775.1846154057, 1003248.742434177 207754.7518774894, 1003201.650420274 207729.5761839251, 1004442.546939045 207494.4897450854, 1004542.057107291 207470.1625021047, 1004800.128555234 207396.0559428677, 1004995.063377939 207265.7910248333, 1005284.763512442 207154.9191780925, 1005508.815832697 207009.0173827832, 1005598.405347882 206924.2067459597, 1005686.043621607 206852.8749864538, 1005707.966473793 206820.104514348, 1005689.963124467 206808.0656667493, 1005469.495583614 206654.1240525969, 1005413.282245797 206601.2469128691, 1005094.287019921 206285.8241844666, 1004961.653749121 206146.5360509232, 1004821.081707632 205889.1985427796, 1004700.717260402 205657.3820862294, 1004616.076466639 205457.6573484727, 1004289.461438125 204941.1280914893, 1004090.978116483 204647.3140855909, 1003978.555131105 204517.8848883963, 1003863.735258306 204609.2389946751, 1003320.66293846 204748.3452034626, 1003280.445947097 204784.7467703835, 1002465.397395755 205043.5254345469, 1001892.574540274 205337.4820920165, 1001525.716368907 205593.3431855949, 1001236.201729571 205833.2332537097, 1000912.609372474 206468.767300173, 1000890.109179781 206544.168477846, 1000880.387277945 206576.2229844522, 1000867.899733953 206599.8959783419, 1000545.734155863 207203.7392188535, 1000300.60040587 207426.9111515279, 999872.8237939189 207680.5712017588, 999223.0462194583 207986.9289513779, 999358.517311938 208055.871569327, 999614.7752427316 208185.0058212776, 999754.4079227368 208243.0233391018, 1000076.902062564 208359.0889354186, 1000092.118718561 208397.3536901355, 1000043.295354989 208474.5601993979))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1543,36081020200,20200,202,Census Tract 202,QN01,South Jamaica,36081,"POLYGON ((1036865.281576778 191464.4429556202, 1037019.901283627 191520.520873973, 1037243.67977438 191653.98856842, 1037484.295053713 191442.8387970645, 1037705.478347486 191242.5785536601, 1037931.939964392 191039.7816822376, 1037760.702185918 190847.7661992609, 1037951.042701488 190678.044030143, 1038137.775003243 190510.8656632792, 1038315.895737828 190351.320501281, 1038475.959161343 190206.6738704216, 1038564.863653802 190135.4637781127, 1038381.169441745 190056.7227959314, 1038249.845722659 189997.7733860324, 1038129.356656214 189930.1047941635, 1037870.586231262 189813.3109672962, 1037644.228503833 189711.5286553815, 1037537.540702757 189672.3110910311, 1037405.990281128 189968.5875448865, 1037275.557133063 190262.681192337, 1037221.446666407 190404.287550332, 1036744.742423941 191421.5555358117, 1036865.281576778 191464.4429556202))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
1544,36081020400,20400,204,Census Tract 204,QN61,Jamaica,36081,"POLYGON ((1037243.67977438 191653.98856842, 1037489.624832885 191921.2161262724, 1037534.445642523 191968.3130113301, 1037624.083537652 192063.9643461173, 1037734.189178274 192183.3425458427, 1037806.94850672 192261.4695513716, 1037979.295589823 192448.7516355542, 1038224.680413239 192711.2492099709, 1038309.754449717 192861.5425378932, 1038464.244840996 192970.093002886, 1038537.277567846 193047.8585074906, 1038708.218791694 193238.7860026908, 1038729.241580233 193261.7859670274, 1039051.542901392 193592.5944570249, 1039415.449634903 193791.9783875888, 1039577.665770593 193912.5764521398, 1039840.456816599 194067.2883350781, 1039872.214271671 194124.1966214908, 1040329.518582103 193736.8716745384, 1040300.62956759 193638.8000558408, 1040111.404997631 193446.726246519, 1040033.705547637 193351.093068273, 1039935.545953057 193229.1814294448, 1039748.254699094 193037.8435837435, 1039562.041473901 192858.896893061, 1039411.544999427 192702.9855492826, 1039378.346002365 192669.0274474028, 1039135.483731653 192399.9659479096, 1038890.712631153 192114.1434227318, 1038653.108263938 191845.0986499377, 1038412.445756457 191577.142410061, 1038171.503042793 191308.0949783034, 1037931.939964392 191039.7816822376, 1037705.478347486 191242.5785536601, 1037484.295053713 191442.8387970645, 1037243.67977438 191653.98856842))",<class 'str'>,<class 'int'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>,<class 'str'>
