Year,Date,Hour,CensusTract_2010,NumberOfReports,CensusTract_2010_ID,CensusTract_2010_NAME,CountyName_2010,GEOID_list,CensusBlockID_list
2019,12/08/2019,08 PM,1347.0,1,134700,Census Tract 1347,Queens County,[360811347002001],[2001]
2019,12/09/2019,08 AM,1621.0,1,162100,Census Tract 1621,Queens County,[360811621001001],[1001]
2019,12/08/2019,10 AM,77.0,1,7700,Census Tract 77,Westchester County,[361190077003006],[3006]
2019,12/10/2019,01 PM,148.09,1,14809,Census Tract 148.09,Westchester County,[361190148094043],[4043]
2019,12/08/2019,10 AM,229.02,1,22902,Census Tract 229.02,Bronx County,[360050229021000],[1000]
2019,12/10/2019,09 AM,160.0,1,16000,Census Tract 160,Bronx County,[360050160001009],[1009]
2019,12/10/2019,10 AM,87.0,1,8700,Census Tract 87,Bronx County,[360050087002002],[2002]
2019,12/10/2019,12 PM,4.0,1,400,Census Tract 4,Bronx County,[360050004003002],[3002]
2019,11/23/2019,01 PM,277.0,1,27700,Census Tract 277,New York County,[360610277003001],[3001]
2019,12/11/2019,11 AM,89.0,1,8900,Census Tract 89,New York County,[360610089002001],[2001]
2019,12/11/2019,11 AM,93.0,1,9300,Census Tract 93,New York County,[360610093001002],[1002]
2019,12/11/2019,08 PM,166.0,1,16600,Census Tract 166,New York County,[360610166006000],[6000]
2019,12/11/2019,11 AM,799.0,1,79900,Census Tract 799,Queens County,[360810799001005],[1005]
2019,12/11/2019,09 AM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068013011],[3011]
2019,12/11/2019,12 PM,128.02,1,12802,Census Tract 128.02,Westchester County,[361190128021027],[1027]
2019,12/11/2019,04 PM,69.0,1,6900,Census Tract 69,Westchester County,[361190069003036],[3036]
2019,12/12/2019,09 AM,77.0,1,7700,Census Tract 77,New York County,[360610077003007],[3007]
2019,12/12/2019,11 AM,32.0,1,3200,Census Tract 32,New York County,[360610032004000],[4000]
2019,12/12/2019,10 PM,111.0,1,11100,Census Tract 111,New York County,[360610111002005],[2005]
2019,12/12/2019,09 PM,997.05,1,99705,Census Tract 997.05,Queens County,[360810997051018],[1018]
2019,12/12/2019,09 AM,110.0,1,11000,Census Tract 110,Westchester County,[361190110001016],[1016]
2019,12/12/2019,12 PM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131044017],[4017]
2019,12/12/2019,01 PM,131.02,1,13102,Census Tract 131.02,Westchester County,[361190131024001],[4001]
2019,12/12/2019,05 PM,36.0,1,3600,Census Tract 36,Westchester County,[361190036002008],[2008]
2019,12/12/2019,05 PM,97.03,1,9703,Census Tract 97.03,Westchester County,[361190097033020],[3020]
2019,12/12/2019,08 PM,108.01,1,10801,Census Tract 108.01,Westchester County,[361190108012018],[2018]
2019,12/12/2019,09 PM,75.0,1,7500,Census Tract 75,Westchester County,[361190075003026],[3026]
2019,12/13/2019,01 PM,101.0,1,10100,Census Tract 101,New York County,[360610101001005],[1005]
2019,12/13/2019,05 PM,1097.0,1,109700,Census Tract 1097,Queens County,[360811097002001],[2001]
2019,12/13/2019,09 PM,1207.0,1,120700,Census Tract 1207,Queens County,[360811207002004],[2004]
2019,12/13/2019,07 AM,48.0,1,4800,Census Tract 48,Westchester County,[361190048005008],[5008]
2019,12/13/2019,08 AM,97.01,1,9701,Census Tract 97.01,Westchester County,[361190097011011],[1011]
2019,12/13/2019,09 AM,123.01,1,12301,Census Tract 123.01,Westchester County,[361190123011025],[1025]
2019,12/13/2019,09 AM,68.02,1,6802,Census Tract 68.02,Westchester County,[361190068022015],[2015]
2019,12/13/2019,09 AM,122.0,1,12200,Census Tract 122,Westchester County,[361190122006007],[6007]
2019,12/13/2019,10 AM,19.0,1,1900,Census Tract 19,Westchester County,[361190019001008],[1008]
2019,12/13/2019,11 AM,114.0,1,11400,Census Tract 114,Westchester County,[361190114001005],[1005]
2019,12/13/2019,01 PM,87.0,1,8700,Census Tract 87,Westchester County,[361190087003000],[3000]
2019,12/13/2019,02 PM,111.01,1,11101,Census Tract 111.01,Westchester County,[361190111014008],[4008]
2019,12/13/2019,02 PM,106.0,1,10600,Census Tract 106,Westchester County,[361190106002004],[2004]
2019,12/13/2019,04 PM,107.01,1,10701,Census Tract 107.01,Westchester County,[361190107014014],[4014]
2019,12/13/2019,04 PM,120.0,1,12000,Census Tract 120,Westchester County,[361190120003019],[3019]
2019,12/13/2019,05 PM,21.01,1,2101,Census Tract 21.01,Westchester County,[361190021012008],[2008]
2019,12/13/2019,09 PM,139.0,1,13900,Census Tract 139,Westchester County,[361190139003005],[3005]
2019,12/14/2019,03 AM,66.0,1,6600,Census Tract 66,Westchester County,[361190066002008],[2008]
2019,12/13/2019,09 AM,371.0,1,37100,Census Tract 371,Bronx County,[360050371001002],[1002]
2019,12/13/2019,11 AM,386.0,1,38600,Census Tract 386,Bronx County,[360050386002007],[2007]
2019,12/13/2019,04 PM,328.0,1,32800,Census Tract 328,Bronx County,[360050328001003],[1003]
2019,12/14/2019,10 AM,79.0,1,7900,Census Tract 79,New York County,[360610079002002],[2002]
2019,12/14/2019,10 AM,1093.0,1,109300,Census Tract 1093,Queens County,[360811093002005],[2005]
2019,12/14/2019,09 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004026],[4026]
2019,12/14/2019,09 AM,70.0,1,7000,Census Tract 70,Westchester County,[361190070003000],[3000]
2019,12/14/2019,11 AM,72.0,1,7200,Census Tract 72,Westchester County,[361190072002023],[2023]
2019,12/14/2019,11 AM,23.0,1,2300,Census Tract 23,Westchester County,[361190023001000],[1000]
2019,12/14/2019,01 PM,99.0,1,9900,Census Tract 99,Westchester County,[361190099003008],[3008]
2019,12/14/2019,06 PM,98.0,1,9800,Census Tract 98,Westchester County,[361190098001015],[1015]
2019,12/12/2019,08 PM,63.0,1,6300,Census Tract 63,Bronx County,[360050063001003],[1003]
2019,12/15/2019,09 AM,32.0,1,3200,Census Tract 32,New York County,[360610032004000],[4000]
2019,12/15/2019,10 AM,1579.03,1,157903,Census Tract 1579.03,Queens County,[360811579033000],[3000]
2019,12/15/2019,09 AM,85.0,1,8500,Census Tract 85,Westchester County,[361190085002007],[2007]
2019,12/16/2019,03 AM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131043021],[3021]
2019,12/02/2019,01 PM,130.0,1,13000,Census Tract 130,New York County,[360610130004000],[4000]
2019,12/16/2019,09 AM,76.0,1,7600,Census Tract 76,New York County,[360610076002004],[2004]
2019,12/16/2019,01 PM,37.0,1,3700,Census Tract 37,New York County,[360610037001009],[1009]
2019,12/16/2019,10 AM,1291.02,1,129102,Census Tract 1291.02,Queens County,[360811291024004],[4004]
2019,12/16/2019,12 PM,779.04,2,77904,Census Tract 779.04,Queens County,"[360810779042000, 360810779044000]","[2000, 4000]"
2019,12/16/2019,07 PM,97.0,1,9700,Census Tract 97,Queens County,[360810097003000],[3000]
2019,12/16/2019,11 PM,1291.02,1,129102,Census Tract 1291.02,Queens County,[360811291024005],[4005]
2019,12/16/2019,10 AM,140.0,1,14000,Census Tract 140,Westchester County,[361190140001019],[1019]
2019,12/16/2019,01 PM,72.0,1,7200,Census Tract 72,Westchester County,[361190072004002],[4002]
2019,12/16/2019,03 PM,51.0,1,5100,Census Tract 51,Westchester County,[361190051002006],[2006]
2019,12/16/2019,05 PM,107.01,1,10701,Census Tract 107.01,Westchester County,[361190107012019],[2019]
2019,12/16/2019,05 PM,17.0,1,1700,Census Tract 17,Westchester County,[361190017004008],[4008]
2019,12/16/2019,08 AM,237.02,1,23702,Census Tract 237.02,Bronx County,[360050237021001],[1001]
2019,12/16/2019,01 PM,138.0,1,13800,Census Tract 138,Bronx County,[360050138001026],[1026]
2019,12/16/2019,06 PM,448.0,1,44800,Census Tract 448,Bronx County,[360050448001002],[1002]
2019,06/19/2019,09 AM,126.0,1,12600,Census Tract 126,New York County,[360610126001001],[1001]
2019,11/27/2019,11 AM,96.0,1,9600,Census Tract 96,New York County,[360610096001003],[1003]
2019,12/17/2019,07 AM,145.0,1,14500,Census Tract 145,New York County,[360610145004000],[4000]
2019,12/17/2019,11 AM,91.0,1,9100,Census Tract 91,New York County,[360610091003000],[3000]
2019,12/17/2019,06 PM,1507.02,1,150702,Census Tract 1507.02,Queens County,[360811507022008],[2008]
2019,12/02/2019,10 AM,108.04,1,10804,Census Tract 108.04,Westchester County,[361190108041020],[1020]
2019,12/17/2019,08 AM,22.02,1,2202,Census Tract 22.02,Westchester County,[361190022023010],[3010]
2019,12/17/2019,05 PM,67.0,1,6700,Census Tract 67,Westchester County,[361190067001008],[1008]
2019,12/16/2019,01 PM,345.0,1,34500,Census Tract 345,Bronx County,[360050345002002],[2002]
2019,12/18/2019,11 AM,95.0,1,9500,Census Tract 95,New York County,[360610095002003],[2003]
2019,12/18/2019,01 PM,30.01,1,3001,Census Tract 30.01,New York County,[360610030012002],[2002]
2019,12/18/2019,08 AM,107.01,1,10701,Census Tract 107.01,Westchester County,[361190107012018],[2018]
2019,12/18/2019,08 AM,146.04,1,14604,Census Tract 146.04,Westchester County,[361190146041004],[1004]
2019,12/18/2019,07 AM,380.0,1,38000,Census Tract 380,Bronx County,[360050380002000],[2000]
2019,10/21/2019,10 AM,216.0,1,21600,Census Tract 216,New York County,[360610216005000],[5000]
2019,11/12/2019,08 AM,78.0,1,7800,Census Tract 78,New York County,[360610078001000],[1000]
2019,12/19/2019,11 AM,82.0,1,8200,Census Tract 82,New York County,[360610082001001],[1001]
2019,12/19/2019,01 PM,47.0,1,4700,Census Tract 47,New York County,[360610047002011],[2011]
2019,11/26/2019,01 PM,1579.01,1,157901,Census Tract 1579.01,Queens County,[360811579013000],[3000]
2019,12/19/2019,09 AM,24.05,1,2405,Census Tract 24.05,Westchester County,[361190024051006],[1006]
2019,12/20/2019,06 AM,542.0,1,54200,Census Tract 542,Queens County,[360810542002009],[2009]
2019,12/20/2019,08 AM,1223.0,1,122300,Census Tract 1223,Queens County,[360811223003009],[3009]
2019,12/20/2019,04 PM,542.0,1,54200,Census Tract 542,Queens County,[360810542002009],[2009]
2019,12/20/2019,09 AM,23.0,1,2300,Census Tract 23,Westchester County,[361190023002000],[2000]
2019,12/20/2019,09 AM,131.04,1,13104,Census Tract 131.04,Westchester County,[361190131043025],[3025]
2019,12/20/2019,10 AM,8.01,1,801,Census Tract 8.01,Westchester County,[361190008011002],[1002]
2019,12/20/2019,10 AM,24.03,1,2403,Census Tract 24.03,Westchester County,[361190024031008],[1008]
2019,12/20/2019,01 PM,11.02,1,1102,Census Tract 11.02,Westchester County,[361190011023001],[3001]
2019,12/20/2019,03 PM,17.0,2,1700,Census Tract 17,Westchester County,"[361190017002023, 361190017002023]","[2023, 2023]"
2019,12/20/2019,10 PM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050022020],[2020]
2019,12/21/2019,01 AM,66.0,1,6600,Census Tract 66,New York County,[360610066002000],[2000]
2019,12/21/2019,09 AM,245.0,1,24500,Census Tract 245,New York County,[360610245004001],[4001]
2019,12/21/2019,09 AM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004007],[4007]
2019,12/21/2019,12 PM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551024002],[4002]
2019,12/21/2019,01 PM,1265.0,1,126500,Census Tract 1265,Queens County,[360811265001000],[1000]
2019,12/21/2019,01 PM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551024002],[4002]
2019,12/21/2019,03 PM,189.0,1,18900,Census Tract 189,Queens County,[360810189002006],[2006]
2019,12/21/2019,04 PM,1463.0,1,146300,Census Tract 1463,Queens County,[360811463001003],[1003]
2019,12/21/2019,05 PM,1463.0,1,146300,Census Tract 1463,Queens County,[360811463001005],[1005]
2019,12/21/2019,05 PM,1265.0,1,126500,Census Tract 1265,Queens County,[360811265001000],[1000]
2019,12/21/2019,06 PM,1571.01,1,157101,Census Tract 1571.01,Queens County,[360811571017012],[7012]
2019,12/21/2019,12 PM,112.0,1,11200,Census Tract 112,Westchester County,[361190112001018],[1018]
2019,12/21/2019,01 PM,144.0,1,14400,Census Tract 144,Westchester County,[361190144003000],[3000]
2019,12/21/2019,06 PM,11.01,1,1101,Census Tract 11.01,Westchester County,[361190011012004],[2004]
2019,12/21/2019,07 PM,52.0,1,5200,Census Tract 52,Westchester County,[361190052001010],[1010]
2019,12/21/2019,09 PM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132022014],[2014]
2019,12/22/2019,01 AM,144.0,1,14400,Census Tract 144,Westchester County,[361190144003000],[3000]
2019,12/21/2019,10 AM,406.0,1,40600,Census Tract 406,Bronx County,[360050406001004],[1004]
2019,12/21/2019,11 AM,93.0,1,9300,Census Tract 93,Bronx County,[360050093005003],[5003]
2019,12/21/2019,05 PM,72.0,1,7200,Census Tract 72,Bronx County,[360050072001003],[1003]
2019,12/21/2019,09 PM,40.01,1,4001,Census Tract 40.01,Bronx County,[360050040011000],[1000]
2019,12/22/2019,08 AM,295.0,1,29500,Census Tract 295,New York County,[360610295003001],[3001]
2019,12/22/2019,01 PM,1241.0,1,124100,Census Tract 1241,Queens County,[360811241002007],[2007]
2019,12/22/2019,04 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004007],[4007]
2019,12/22/2019,08 AM,71.0,1,7100,Census Tract 71,Westchester County,[361190071001006],[1006]
2019,12/22/2019,10 AM,139.0,1,13900,Census Tract 139,Westchester County,[361190139004000],[4000]
2019,12/22/2019,12 PM,75.0,1,7500,Census Tract 75,Westchester County,[361190075003023],[3023]
2019,12/22/2019,08 PM,6.0,1,600,Census Tract 6,Westchester County,[361190006002001],[2001]
2019,12/22/2019,09 PM,19.0,1,1900,Census Tract 19,Westchester County,[361190019001007],[1007]
2019,12/23/2019,09 AM,150.02,1,15002,Census Tract 150.02,New York County,[360610150021000],[1000]
2019,12/23/2019,11 AM,170.0,1,17000,Census Tract 170,New York County,[360610170005000],[5000]
2019,12/23/2019,03 PM,33.0,1,3300,Census Tract 33,New York County,[360610033002007],[2007]
2019,12/23/2019,05 PM,58.0,1,5800,Census Tract 58,New York County,[360610058001007],[1007]
2019,12/23/2019,10 PM,30.01,1,3001,Census Tract 30.01,New York County,[360610030012002],[2002]
2019,12/23/2019,10 AM,1241.0,1,124100,Census Tract 1241,Queens County,[360811241001002],[1002]
2019,12/23/2019,11 AM,1247.0,1,124700,Census Tract 1247,Queens County,[360811247002009],[2009]
2019,12/23/2019,12 PM,1241.0,1,124100,Census Tract 1241,Queens County,[360811241001002],[1002]
2019,12/23/2019,01 PM,1093.0,1,109300,Census Tract 1093,Queens County,[360811093003006],[3006]
2019,12/23/2019,10 AM,59.02,1,5902,Census Tract 59.02,Westchester County,[361190059022002],[2002]
2019,12/23/2019,08 AM,72.0,1,7200,Census Tract 72,Bronx County,[360050072001002],[1002]
2019,12/23/2019,08 AM,444.0,1,44400,Census Tract 444,Bronx County,[360050444004001],[4001]
2019,12/23/2019,02 PM,273.0,1,27300,Census Tract 273,Bronx County,[360050273001003],[1003]
2019,12/24/2019,12 PM,7.0,1,700,Census Tract 7,New York County,[360610007001005],[1005]
2019,12/24/2019,11 PM,1409.02,2,140902,Census Tract 1409.02,Queens County,"[360811409021000, 360811409021000]","[1000, 1000]"
2019,12/24/2019,09 AM,99.0,1,9900,Census Tract 99,Westchester County,[361190099002001],[2001]
2019,12/24/2019,10 AM,69.0,1,6900,Census Tract 69,Westchester County,[361190069003036],[3036]
2019,12/24/2019,12 PM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068012010],[2010]
2019,12/24/2019,07 PM,23.0,1,2300,Census Tract 23,Westchester County,[361190023002012],[2012]
2019,12/24/2019,10 PM,17.0,2,1700,Census Tract 17,Westchester County,"[361190017006009, 361190017003003]","[6009, 3003]"
2019,12/25/2019,03 AM,19.0,1,1900,Census Tract 19,Westchester County,[361190019001007],[1007]
2019,12/25/2019,01 PM,50.0,1,5000,Census Tract 50,New York County,[360610050005000],[5000]
2019,12/25/2019,08 PM,15.01,1,1501,Census Tract 15.01,New York County,[360610015011015],[1015]
2019,12/25/2019,10 PM,1459.0,1,145900,Census Tract 1459,Queens County,[360811459003002],[3002]
2019,12/25/2019,10 AM,99.0,1,9900,Census Tract 99,Westchester County,[361190099002001],[2001]
2019,12/25/2019,02 PM,77.0,1,7700,Census Tract 77,Westchester County,[361190077003005],[3005]
2019,12/25/2019,11 PM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068014011],[4011]
2019,12/26/2019,01 PM,245.0,1,24500,Census Tract 245,New York County,[360610245001001],[1001]
2019,12/27/2019,12 AM,58.0,1,5800,Census Tract 58,New York County,[360610058001007],[1007]
2019,12/26/2019,10 AM,85.0,1,8500,Census Tract 85,Queens County,[360810085002002],[2002]
2019,12/26/2019,03 PM,1099.0,1,109900,Census Tract 1099,Queens County,[360811099001006],[1006]
2019,12/26/2019,04 PM,1571.01,1,157101,Census Tract 1571.01,Queens County,[360811571016007],[6007]
2019,12/26/2019,07 AM,50.02,1,5002,Census Tract 50.02,Westchester County,[361190050023013],[3013]
2019,12/26/2019,12 PM,113.0,1,11300,Census Tract 113,Westchester County,[361190113004015],[4015]
2019,12/26/2019,02 PM,112.0,1,11200,Census Tract 112,Westchester County,[361190112002040],[2040]
2019,12/26/2019,05 PM,59.01,1,5901,Census Tract 59.01,Westchester County,[361190059013002],[3002]
2019,12/26/2019,10 PM,67.0,1,6700,Census Tract 67,Westchester County,[361190067001008],[1008]
2019,12/26/2019,09 AM,414.0,1,41400,Census Tract 414,Bronx County,[360050414004013],[4013]
2019,12/26/2019,07 PM,65.0,1,6500,Census Tract 65,Bronx County,[360050065003000],[3000]
2019,12/27/2019,04 PM,1215.0,1,121500,Census Tract 1215,Queens County,[360811215002007],[2007]
2019,12/27/2019,07 AM,32.0,1,3200,Census Tract 32,Westchester County,[361190032002004],[2004]
2019,12/27/2019,07 AM,113.0,1,11300,Census Tract 113,Westchester County,[361190113001007],[1007]
2019,12/27/2019,10 AM,113.0,1,11300,Census Tract 113,Westchester County,[361190113001007],[1007]
2019,12/27/2019,11 AM,21.01,1,2101,Census Tract 21.01,Westchester County,[361190021012004],[2004]
2019,12/27/2019,11 AM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132022010],[2010]
2019,12/27/2019,12 PM,15.04,1,1504,Census Tract 15.04,Westchester County,[361190015044006],[4006]
2019,12/27/2019,01 PM,23.0,1,2300,Census Tract 23,Westchester County,[361190023002026],[2026]
2019,12/27/2019,02 PM,78.0,1,7800,Census Tract 78,Westchester County,[361190078003003],[3003]
2019,12/27/2019,06 PM,112.0,1,11200,Census Tract 112,Westchester County,[361190112003025],[3025]
2019,12/27/2019,07 PM,44.0,1,4400,Census Tract 44,Westchester County,[361190044002013],[2013]
2019,12/27/2019,09 PM,76.0,1,7600,Census Tract 76,Westchester County,[361190076002005],[2005]
2019,12/28/2019,12 AM,59.02,1,5902,Census Tract 59.02,Westchester County,[361190059022017],[2017]
2019,12/28/2019,08 AM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551024002],[4002]
2019,12/28/2019,12 PM,1189.0,1,118900,Census Tract 1189,Queens County,[360811189001007],[1007]
2019,12/28/2019,08 PM,199.0,1,19900,Census Tract 199,Queens County,[360810199001004],[1004]
2019,12/28/2019,05 AM,55.0,1,5500,Census Tract 55,Westchester County,[361190055001017],[1017]
2019,12/28/2019,12 PM,113.0,1,11300,Census Tract 113,Westchester County,[361190113001013],[1013]
2019,12/28/2019,04 PM,98.0,1,9800,Census Tract 98,Westchester County,[361190098002000],[2000]
2019,12/28/2019,06 PM,53.0,1,5300,Census Tract 53,Westchester County,[361190053002002],[2002]
2019,12/29/2019,12 AM,6.0,1,600,Census Tract 6,Westchester County,[361190006004001],[4001]
2019,12/29/2019,07 AM,177.0,1,17700,Census Tract 177,New York County,[360610177006000],[6000]
2019,12/29/2019,02 PM,29.0,1,2900,Census Tract 29,New York County,[360610029002001],[2001]
2019,12/29/2019,02 PM,166.0,1,16600,Census Tract 166,New York County,[360610166006000],[6000]
2019,12/29/2019,11 AM,98.0,1,9800,Census Tract 98,Westchester County,[361190098002026],[2026]
2019,12/29/2019,05 PM,108.03,1,10803,Census Tract 108.03,Westchester County,[361190108032013],[2013]
2019,12/29/2019,09 PM,426.0,1,42600,Census Tract 426,Bronx County,[360050426003000],[3000]
2019,12/30/2019,06 PM,779.03,1,77903,Census Tract 779.03,Queens County,[360810779033002],[3002]
2019,12/30/2019,12 PM,273.0,1,27300,Census Tract 273,Bronx County,[360050273001003],[1003]
2019,12/31/2019,01 PM,76.0,1,7600,Census Tract 76,New York County,[360610076001000],[1000]
2019,12/31/2019,04 PM,181.01,1,18101,Census Tract 181.01,Queens County,[360810181012001],[2001]
2019,12/31/2019,09 AM,115.0,1,11500,Census Tract 115,Westchester County,[361190115001022],[1022]
2019,12/31/2019,10 AM,67.0,1,6700,Census Tract 67,Westchester County,[361190067001016],[1016]
2019,12/31/2019,10 AM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132022010],[2010]
2019,12/31/2019,11 AM,13.01,1,1301,Census Tract 13.01,Westchester County,[361190013012013],[2013]
2019,12/31/2019,11 AM,132.01,1,13201,Census Tract 132.01,Westchester County,[361190132012052],[2052]
2019,12/31/2019,12 PM,112.0,1,11200,Census Tract 112,Westchester County,[361190112002040],[2040]
2019,12/31/2019,01 PM,71.0,1,7100,Census Tract 71,Westchester County,[361190071003014],[3014]
2019,12/31/2019,03 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114002004],[2004]
2020,01/01/2020,08 PM,47.0,1,4700,Census Tract 47,New York County,[360610047002014],[2014]
2020,01/01/2020,06 PM,109.03,1,10903,Census Tract 109.03,Westchester County,[361190109034041],[4041]
2020,01/01/2020,08 PM,39.0,1,3900,Census Tract 39,Bronx County,[360050039002001],[2001]
2020,01/02/2020,07 AM,106.02,1,10602,Census Tract 106.02,New York County,[360610106021000],[1000]
2020,01/02/2020,11 AM,7.0,1,700,Census Tract 7,New York County,[360610007001000],[1000]
2020,01/02/2020,06 PM,133.0,1,13300,Census Tract 133,New York County,[360610133004001],[4001]
2020,01/02/2020,09 AM,1093.0,1,109300,Census Tract 1093,Queens County,[360811093003007],[3007]
2020,01/02/2020,12 PM,1215.0,1,121500,Census Tract 1215,Queens County,[360811215001000],[1000]
2020,01/02/2020,02 PM,1483.0,1,148300,Census Tract 1483,Queens County,[360811483003017],[3017]
2020,01/02/2020,02 PM,103.0,1,10300,Census Tract 103,Queens County,[360810103002001],[2001]
2020,01/02/2020,06 PM,230.0,1,23000,Census Tract 230,Queens County,[360810230001001],[1001]
2019,12/06/2019,10 AM,74.01,1,7401,Census Tract 74.01,Westchester County,[361190074013000],[3000]
2020,01/02/2020,07 AM,14.02,1,1402,Census Tract 14.02,Westchester County,[361190014022004],[2004]
2020,01/02/2020,08 AM,109.01,1,10901,Census Tract 109.01,Westchester County,[361190109011017],[1017]
2020,01/02/2020,09 AM,67.0,1,6700,Census Tract 67,Westchester County,[361190067003010],[3010]
2020,01/02/2020,09 AM,141.0,1,14100,Census Tract 141,Westchester County,[361190141003018],[3018]
2020,01/02/2020,09 AM,98.0,1,9800,Census Tract 98,Westchester County,[361190098004012],[4012]
2020,01/02/2020,10 AM,22.02,1,2202,Census Tract 22.02,Westchester County,[361190022024027],[4027]
2020,01/02/2020,11 AM,147.03,1,14703,Census Tract 147.03,Westchester County,[361190147032011],[2011]
2020,01/02/2020,11 AM,84.04,1,8404,Census Tract 84.04,Westchester County,[361190084045008],[5008]
2020,01/02/2020,11 AM,79.0,1,7900,Census Tract 79,Westchester County,[361190079002012],[2012]
2020,01/02/2020,02 PM,141.0,1,14100,Census Tract 141,Westchester County,[361190141004003],[4003]
2020,01/02/2020,04 PM,121.01,1,12101,Census Tract 121.01,Westchester County,[361190121012019],[2019]
2020,01/02/2020,06 PM,81.0,1,8100,Census Tract 81,Westchester County,[361190081001006],[1006]
2020,01/02/2020,08 PM,57.01,1,5701,Census Tract 57.01,Westchester County,[361190057012002],[2002]
2020,01/02/2020,09 AM,462.01,1,46201,Census Tract 462.01,Bronx County,[360050462018000],[8000]
2020,01/02/2020,10 AM,267.01,1,26701,Census Tract 267.01,Bronx County,[360050267011001],[1001]
2020,01/02/2020,02 PM,516.0,1,51600,Census Tract 516,Bronx County,[360050516001016],[1016]
2020,01/02/2020,08 PM,516.0,1,51600,Census Tract 516,Bronx County,[360050516003004],[3004]
2020,01/03/2020,07 AM,157.0,1,15700,Census Tract 157,New York County,[360610157005000],[5000]
2020,01/03/2020,09 AM,129.0,1,12900,Census Tract 129,New York County,[360610129001008],[1008]
2020,01/03/2020,11 AM,36.01,1,3601,Census Tract 36.01,New York County,[360610036013001],[3001]
2020,01/03/2020,12 PM,189.0,1,18900,Census Tract 189,New York County,[360610189002001],[2001]
2020,01/03/2020,01 PM,7.0,1,700,Census Tract 7,New York County,[360610007001000],[1000]
2020,01/03/2020,04 PM,66.0,1,6600,Census Tract 66,New York County,[360610066008002],[8002]
2020,01/03/2020,09 AM,135.0,1,13500,Census Tract 135,Westchester County,[361190135001007],[1007]
2020,01/03/2020,10 AM,148.05,1,14805,Census Tract 148.05,Westchester County,[361190148051023],[1023]
2020,01/03/2020,11 AM,24.03,1,2403,Census Tract 24.03,Westchester County,[361190024034025],[4025]
2020,01/03/2020,12 PM,145.0,1,14500,Census Tract 145,Westchester County,[361190145001004],[1004]
2020,01/03/2020,01 PM,73.0,1,7300,Census Tract 73,Westchester County,[361190073002000],[2000]
2020,01/03/2020,02 PM,132.02,1,13202,Census Tract 132.02,Westchester County,[361190132022010],[2010]
2020,01/03/2020,02 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083022004],[2004]
2020,01/03/2020,03 PM,114.0,1,11400,Census Tract 114,Westchester County,[361190114002004],[2004]
2020,01/03/2020,04 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083022004],[2004]
2020,01/03/2020,08 PM,73.0,1,7300,Census Tract 73,Westchester County,[361190073002000],[2000]
2020,01/03/2020,09 PM,83.02,1,8302,Census Tract 83.02,Westchester County,[361190083023031],[3031]
2020,01/03/2020,08 AM,218.0,1,21800,Census Tract 218,Bronx County,[360050218003000],[3000]
2020,01/03/2020,03 PM,119.0,1,11900,Census Tract 119,Bronx County,[360050119003000],[3000]
2020,01/03/2020,10 AM,68.01,1,6801,Census Tract 68.01,Westchester County,[361190068013015],[3015]
2020,01/04/2020,12 PM,134.0,1,13400,Census Tract 134,New York County,[360610134001000],[1000]
2020,01/04/2020,03 PM,150.02,1,15002,Census Tract 150.02,New York County,[360610150022001],[2001]
2020,01/04/2020,03 PM,100.0,1,10000,Census Tract 100,New York County,[360610100001004],[1004]
2020,01/04/2020,06 PM,111.0,1,11100,Census Tract 111,New York County,[360610111002005],[2005]
2020,01/04/2020,10 PM,27.0,1,2700,Census Tract 27,New York County,[360610027001005],[1005]
2020,01/04/2020,08 AM,1151.0,1,115100,Census Tract 1151,Queens County,[360811151001001],[1001]
2020,01/04/2020,09 AM,1113.0,1,111300,Census Tract 1113,Queens County,[360811113003007],[3007]
2020,01/04/2020,12 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004007],[4007]
2020,01/04/2020,02 PM,1551.02,1,155102,Census Tract 1551.02,Queens County,[360811551024005],[4005]
2020,01/04/2020,06 PM,1175.0,1,117500,Census Tract 1175,Queens County,[360811175004007],[4007]
2020,01/04/2020,07 AM,148.06,1,14806,Census Tract 148.06,Westchester County,[361190148065015],[5015]
2020,01/04/2020,08 AM,2.02,1,202,Census Tract 2.02,Westchester County,[361190002023005],[3005]
2020,01/04/2020,09 AM,70.0,1,7000,Census Tract 70,Westchester County,[361190070004001],[4001]
